runDt,postingDate,refDocNo,vndrNo,fundName,fundGroupDescr,efundDesc,amount,wait,debt,bond,total,bankNm,pmntStts,batchNo,mophId,mophDesc,budgetSource
2025-11-21,25681121,6811_OP_01,0000010670,กองทุนผู้ป่วยใน,กองทุนค่าบริการทางการแพทย์,กองทุนผู้ป่วยใน CAP,123500,0,0,0,123500,ธนาคารกรุงไทย จำกัด (มหาชน),P,0215,1102050101.202,ลูกหนี้ค่ารักษา UC-IP,UC
2025-11-21,25681121,6811_OP_01,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),599020,0,0,0,599020,ธนาคารกรุงไทย จำกัด (มหาชน),P,0215,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-11-21,25681121,6811_OP_01,0000010670,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,ค่าบริการสาธารณสุขเพิ่มเติมสำหรับบริการระดับปฐมภูมิ,12140,0,0,0,12140,ธนาคารกรุงไทย จำกัด (มหาชน),P,0215,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-11-21,25681121,6811_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,4292394.99,0,0,0,4292394.99,ธนาคารกรุงไทย จำกัด (มหาชน),P,0215,1102050101.222,ลูกหนี้ค่ารักษา OP - REFER,UC
2025-11-21,25681121,6811_OP_01,0000010670,งบแพทย์แผนไทย,กองทุนค่าบริการทางการแพทย์,งบค่าบริการเพิ่มเติม,7062.7,0,0,0,7062.7,ธนาคารกรุงไทย จำกัด (มหาชน),P,0215,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-11-21,25681121,6811_OP_01,0000010670,กองทุน CENTRAL REIMBURSE,กองทุนค่าบริการทางการแพทย์,บริการกรณีเฉพาะ,3320334.25,0,0,0,3320334.25,ธนาคารกรุงไทย จำกัด (มหาชน),P,0215,4301020105.228,รายได้กองทุน UC- อื่น,UC
2025-11-17,25681117,DKTP6905100005,0000010670,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,กองทุนสร้างเสริมสุขภาพและป้องกันโรค,บริการสร้างเสริมสุขภาพและป้องกันโรคสำหรับบริการพื้นฐาน (P&P BASIC SERVICE),109810,0,0,0,109810,ธนาคารกรุงไทย จำกัด (มหาชน),P,0180C,4301020105.223,รายได้กองทุน UC-P&P อื่น,UC
2025-11-14,25681114,680800275,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,461274,0,0,0,461274,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680800247,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,262708.18,0,0,0,262708.18,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680800141,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,295433.3,0,0,0,295433.3,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680800140,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,195331.25,0,0,0,195331.25,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680800054,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,27580,0,0,0,27580,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680800039,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,973703.7,0,0,0,973703.7,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680800022,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,221000.47,0,0,0,221000.47,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680800006,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,30,0,0,0,30,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700403,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,22952.1,0,0,0,22952.1,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700401,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,104057.13,0,0,0,104057.13,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700375,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,534973.2,0,0,0,534973.2,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700334,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,31410,0,0,0,31410,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700333,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,260970.99,0,0,0,260970.99,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700303,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,43899.5,0,0,0,43899.5,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700287,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,798235.34,0,0,0,798235.34,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700285,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,680,0,0,0,680,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700264,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,437303.1,0,0,0,437303.1,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700231,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,401417.45,0,0,0,401417.45,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700230,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,1250,0,0,0,1250,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700216,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,617282.6,0,617282.6,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700202,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,82390,0,82390,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700165,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,361354.16,0,361354.16,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700154,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,488989.7,0,488989.7,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700086,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,144661.57,0,144661.57,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700065,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,204721.29,0,204721.29,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700023,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,283583.04,0,283583.04,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680700001,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,224379.89,0,224379.89,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600386,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,754728.9,0,754728.9,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600370,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,480876.71,0,480876.71,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600360,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,673603.45,0,673603.45,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600340,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,139644.99,0,139644.99,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600263,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,182256,0,182256,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600251,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,510241.1,0,510241.1,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600231,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,16607.96,0,16607.96,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600231,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,0,0,24732,0,-24732,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600230,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,347141.7,0,347141.7,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600209,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,649491.75,0,649491.75,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600194,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,386775.04,0,386775.04,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600163,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,262889.71,0,262889.71,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600147,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,33530,0,33530,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600134,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,8080,0,8080,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600131,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,558165.67,0,558165.67,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600089,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,798730.25,0,798730.25,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600059,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,399688.55,0,399688.55,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600006,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,35500,0,35500,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680600005,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,104472.74,0,104472.74,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500401,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,32854.5,0,32854.5,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500345,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,299871.9,0,299871.9,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500317,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,356727.34,0,356727.34,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500279,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,348307.5,0,348307.5,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500278,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,537208.72,0,537208.72,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500236,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,460482.25,0,460482.25,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500220,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,506706.79,0,506706.79,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500180,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,397456.81,0,397456.81,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500161,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,417589.29,0,417589.29,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500126,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,945753.12,0,945753.12,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500063,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,40296.9,0,40296.9,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500062,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,73849,0,73849,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
2025-11-14,25681114,680500059,0000010670,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,สวัสดิการรักษาพยาบาลของพนักงานส่วนท้องถิ่น,กรณีจ่ายตรงหน่วยบริการ,1037753.74,0,1037753.74,0,0,ธนาคารกรุงไทย จำกัด (มหาชน),P,3656B,1102050102.801/802,ลูกหนี้ค่ารักษา - เบิกจ่ายตรง อปท. OP/IP,LGO
